0.2	0.015	72	978.040124744
0.2	0.015	76	1041.28953974
0.2	0.015	80	1159.75549556
0.2	0.015	84	1052.24461546
0.2	0.015	88	1089.0007621
0.2	0.015	92	1149.61348369
0.2	0.015	96	1136.48209497
0.2	0.015	100	1136.44544468
0.2	0.017	20	1081.38771358
0.2	0.017	24	1031.1946078
0.2	0.017	28	1039.14870169
0.2	0.017	32	1045.44169512
0.2	0.017	36	1020.76449503
0.2	0.017	40	1011.93384097
0.2	0.017	44	1047.70679546
0.2	0.017	48	1144.18880334
0.2	0.017	52	1108.01968178
0.2	0.017	56	1113.81149799
0.2	0.017	60	1105.34344724
0.2	0.017	64	1146.25180533
0.2	0.017	68	1058.61657603
0.2	0.017	72	984.392770948
0.2	0.017	76	1021.95889212
0.2	0.017	80	1105.91086927
0.2	0.017	84	970.106597567
0.2	0.017	88	1040.98445771
0.2	0.017	92	1039.59050032
0.2	0.017	96	997.18421127
0.2	0.017	100	1002.35844627
0.2	0.019	20	1093.51211644
0.2	0.019	24	1044.34559732
0.2	0.019	28	1096.20226381
0.2	0.019	32	1090.00831375
0.2	0.019	36	1063.99897144
0.2	0.019	40	1061.36171726
0.2	0.019	44	1056.6082315
0.2	0.019	48	1133.11155904
0.2	0.019	52	991.030981877
0.2	0.019	56	1008.5939633
0.2	0.019	60	1032.42885109
0.2	0.019	64	1055.40245664
0.2	0.019	68	953.267428851
0.2	0.019	72	978.792237826
0.2	0.019	76	917.291428896
0.2	0.019	80	977.760621979
0.2	0.019	84	952.590200443
0.2	0.019	88	919.100202864
0.2	0.019	92	1066.0196521
0.2	0.019	96	1102.36542306
0.2	0.019	100	986.105387329
0.2	0.021	20	974.968926586
0.2	0.021	24	1035.14539675
0.2	0.021	28	1157.78923096
0.2	0.021	32	1135.83833466
0.2	0.021	36	1096.05440565
0.2	0.021	40	1006.69275289
0.2	0.021	44	1062.67254303
0.2	0.021	48	968.672918372
0.2	0.021	52	1051.70477592
0.2	0.021	56	1127.76508101
0.2	0.021	60	1006.11545198
0.2	0.021	64	1143.40003835
0.2	0.021	68	1091.9039066
0.2	0.021	72	1132.75850159
0.2	0.021	76	1139.53801323
0.2	0.021	80	1060.94844929
0.2	0.021	84	1050.15743586
0.2	0.021	88	1145.46653941
0.2	0.021	92	1108.40161835
0.2	0.021	96	1051.93532694
