0.2	0.001	20	1054.84511092
0.2	0.001	24	1022.0775067
0.2	0.001	28	1103.66227002
0.2	0.001	32	965.118602295
0.2	0.001	36	1130.06812718
0.2	0.001	40	1112.94697738
0.2	0.001	44	1000.32019414
0.2	0.001	48	1018.94165229
0.2	0.001	52	1085.46840299
0.2	0.001	56	1199.62537024
0.2	0.001	60	1053.62426183
0.2	0.001	64	975.114394225
0.2	0.001	68	934.567847813
0.2	0.001	72	1089.76269247
0.2	0.001	76	1020.59876153
0.2	0.001	80	940.270640863
0.2	0.001	84	1042.93947654
0.2	0.001	88	981.074229298
0.2	0.001	92	1034.66804977
0.2	0.001	96	1008.57393607
0.2	0.001	100	1059.47280284
0.2	0.003	20	1028.45439801
0.2	0.003	24	991.669686981
0.2	0.003	28	1036.34825191
0.2	0.003	32	1048.85361514
0.2	0.003	36	1111.92055997
0.2	0.003	40	1124.18435123
0.2	0.003	44	1239.35185729
0.2	0.003	48	1511.2300414
0.2	0.003	52	1420.8798515
0.2	0.003	56	1566.59691832
0.2	0.003	60	1186.73300532
0.2	0.003	64	1025.04629392
0.2	0.003	68	1106.58481898
0.2	0.003	72	1120.62494388
0.2	0.003	76	1032.85279774
0.2	0.003	80	1072.43955349
0.2	0.003	84	1241.90123061
0.2	0.003	88	1023.07915729
0.2	0.003	92	1137.37170299
0.2	0.003	96	1164.08651772
0.2	0.003	100	1013.39598367
0.2	0.005	20	984.126502466
0.2	0.005	24	1120.52580792
0.2	0.005	28	1184.271914
0.2	0.005	32	1148.42824747
0.2	0.005	36	1108.55380888
0.2	0.005	40	1118.08262365
0.2	0.005	44	1154.30280765
0.2	0.005	48	1021.23374086
0.2	0.005	52	1098.81782028
0.2	0.005	56	1121.45118985
0.2	0.005	60	1161.40077229
0.2	0.005	64	1137.37096867
0.2	0.005	68	1010.18272472
0.2	0.005	72	1009.73575049
0.2	0.005	76	1049.22967708
0.2	0.005	80	1145.02435329
0.2	0.005	84	1023.33700809
0.2	0.005	88	1037.50109279
0.2	0.005	92	1189.1414397
0.2	0.005	96	1985.56555543
0.2	0.005	100	1001.86662694
0.2	0.007	20	1113.08429236
0.2	0.007	24	1173.79310252
0.2	0.007	28	1156.11360581
0.2	0.007	32	954.234148952
0.2	0.007	36	955.166951753
0.2	0.007	40	1127.10417457
0.2	0.007	44	1116.1021807
0.2	0.007	48	1004.40321285
0.2	0.007	52	1046.19984758
0.2	0.007	56	953.797095914
0.2	0.007	60	941.34073267
0.2	0.007	64	1028.38694059
0.2	0.007	68	1132.69324285
0.2	0.007	72	970.77691353
0.2	0.007	76	954.46020851
0.2	0.007	80	974.593564574
0.2	0.007	84	963.479993865
0.2	0.007	88	1050.68736461
0.2	0.007	92	983.2520655
0.2	0.007	96	956.221404478
0.2	0.007	100	980.39024972
0.2	0.009	20	929.248286479
0.2	0.009	24	1083.31645944
0.2	0.009	28	993.314854881
0.2	0.009	32	1110.9176119
0.2	0.009	36	1000.22004881
0.2	0.009	40	996.194278447
0.2	0.009	44	993.355600341
0.2	0.009	48	922.676674595
0.2	0.009	52	1000.88853144
0.2	0.009	56	1033.11509588
0.2	0.009	60	953.612385982
0.2	0.009	64	1029.29192494
0.2	0.009	68	1078.18163222
0.2	0.009	72	1103.73192821
0.2	0.009	76	1116.99457412
0.2	0.009	80	1057.48425845
0.2	0.009	84	1133.95726305
0.2	0.009	88	1085.7721698
0.2	0.009	92	1100.33643021
0.2	0.009	96	1114.66743523
0.2	0.009	100	1213.68430669
0.2	0.011	20	1116.66749775
0.2	0.011	24	1169.85431775
0.2	0.011	28	1200.8437778
0.2	0.011	32	1089.15412405
0.2	0.011	36	1119.0055725
0.2	0.011	40	1191.87285782
0.2	0.011	44	1164.87666263
0.2	0.011	48	1163.57496503
0.2	0.011	52	1062.92342727
0.2	0.011	56	1109.15619557
0.2	0.011	60	1061.14744604
0.2	0.011	64	1008.45186956
0.2	0.011	68	1142.48737774
0.2	0.011	72	1043.95276019
0.2	0.011	76	1026.0206016
0.2	0.011	80	1030.95793015
0.2	0.011	84	979.05321562
0.2	0.011	88	952.665305786
0.2	0.011	92	1001.77139785
0.2	0.011	96	998.282692653
0.2	0.011	100	1159.83201972
0.2	0.013	20	1069.55905699
0.2	0.013	24	1039.34146952
0.2	0.013	28	1066.87856759
0.2	0.013	32	1069.2118446
0.2	0.013	36	1052.06862956
0.2	0.013	40	968.211053544
0.2	0.013	44	1062.14352383
0.2	0.013	48	1082.88653448
0.2	0.013	52	961.475341873
0.2	0.013	56	977.725107101
0.2	0.013	60	951.184727102
0.2	0.013	64	960.718333666
0.2	0.013	68	942.488760018
0.2	0.013	72	942.252413229
0.2	0.013	76	1082.43525158
0.2	0.013	80	928.442021783
0.2	0.013	84	942.92940493
0.2	0.013	88	1009.34598262
0.2	0.013	92	1044.99733482
0.2	0.013	96	1005.80109387
0.2	0.013	100	1067.84043823
0.2	0.015	20	925.901033995
0.2	0.015	24	1008.74780847
0.2	0.015	28	957.798363825
0.2	0.015	32	1026.76504503
0.2	0.015	36	1052.3728043
0.2	0.015	40	1014.25542646
0.2	0.015	44	974.62970209
0.2	0.015	48	977.591379324
0.2	0.015	52	962.460598221
0.2	0.015	56	1059.48537807
0.2	0.015	60	1006.18578103
0.2	0.015	64	975.12237946
0.2	0.015	68	965.32535615
