0.2	0.001	20	1338.90750331
0.2	0.001	24	1099.07791647
0.2	0.001	28	1084.52149501
0.2	0.001	32	1113.89067916
0.2	0.001	36	1135.00591467
0.2	0.001	40	1225.79992836
0.2	0.001	44	1216.71868079
0.2	0.001	48	1178.80543206
0.2	0.001	52	1070.9158455
0.2	0.001	56	1177.66021986
0.2	0.001	60	1357.47597717
0.2	0.001	64	1109.38594392
0.2	0.001	68	1023.13310624
0.2	0.001	72	1207.91709502
0.2	0.001	76	1082.17233876
0.2	0.001	80	1046.81180302
0.2	0.001	84	1055.56628145
0.2	0.001	88	1115.83130057
0.2	0.001	92	1005.62086141
0.2	0.001	96	1084.57142444
0.2	0.001	100	1129.77842083
0.2	0.003	20	1109.4212849
0.2	0.003	24	1189.47726377
0.2	0.003	28	1116.84596065
0.2	0.003	32	1088.80237094
0.2	0.003	36	1171.73284624
0.2	0.003	40	1165.71639662
0.2	0.003	44	1237.43273522
0.2	0.003	48	1048.94908233
0.2	0.003	52	1122.75789067
0.2	0.003	56	1203.33514775
0.2	0.003	60	1249.58383447
0.2	0.003	64	1134.55501976
0.2	0.003	68	1194.3782551
0.2	0.003	72	1091.64616595
0.2	0.003	76	1126.50056851
0.2	0.003	80	1067.28908394
0.2	0.003	84	1163.67545855
0.2	0.003	88	1102.68381376
0.2	0.003	92	1084.39091422
0.2	0.003	96	1086.4754219
0.2	0.003	100	1051.55907004
0.2	0.005	20	1067.03142851
0.2	0.005	24	1075.04324084
0.2	0.005	28	1107.12506426
0.2	0.005	32	1091.6473537
0.2	0.005	36	1086.57626011
0.2	0.005	40	1061.34572232
0.2	0.005	44	995.360630459
0.2	0.005	48	1122.53134198
0.2	0.005	52	1084.78355979
0.2	0.005	56	1095.31051091
0.2	0.005	60	1126.8642605
0.2	0.005	64	1114.45190699
0.2	0.005	68	1026.67014207
0.2	0.005	72	1053.62362016
0.2	0.005	76	1105.27399057
0.2	0.005	80	1113.07668246
0.2	0.005	84	1084.75999846
0.2	0.005	88	1028.50420774
0.2	0.005	92	1022.15151505
0.2	0.005	96	1036.70396118
0.2	0.005	100	1095.85618856
0.2	0.007	20	1033.79395387
0.2	0.007	24	1055.07257161
0.2	0.007	28	1064.38549742
0.2	0.007	32	1027.62060496
0.2	0.007	36	1168.89835484
0.2	0.007	40	1159.40541734
0.2	0.007	44	1056.62609421
0.2	0.007	48	1075.66781155
0.2	0.007	52	1072.35839311
0.2	0.007	56	1097.39309032
0.2	0.007	60	1061.73610719
0.2	0.007	64	1127.97084977
0.2	0.007	68	1046.71122247
0.2	0.007	72	1060.17250663
0.2	0.007	76	1090.29217158
0.2	0.007	80	1147.27712185
0.2	0.007	84	1034.96219495
0.2	0.007	88	1109.6432985
0.2	0.007	92	1151.94864367
0.2	0.007	96	1116.58423278
0.2	0.007	100	1176.63552956
0.2	0.009	20	1120.74576006
0.2	0.009	24	1125.51887884
0.2	0.009	28	1171.58928445
0.2	0.009	32	1150.49298055
0.2	0.009	36	1139.78509509
0.2	0.009	40	1275.11207148
0.2	0.009	44	1096.88207877
0.2	0.009	48	1127.87831637
0.2	0.009	52	1085.96630249
0.2	0.009	56	1076.77517877
0.2	0.009	60	1078.54934139
0.2	0.009	64	1145.58138807
0.2	0.009	68	1195.04136346
0.2	0.009	72	1247.35551125
0.2	0.009	76	1101.617934
0.2	0.009	80	1092.58209734
0.2	0.009	84	1059.08642048
0.2	0.009	88	1095.28326157
0.2	0.009	92	1097.91205951
0.2	0.009	96	1041.54089077
0.2	0.009	100	1179.80620574
0.2	0.011	20	1040.13788806
0.2	0.011	24	1005.47939108
0.2	0.011	28	1094.22032757
0.2	0.011	32	1135.36691287
0.2	0.011	36	1135.71963786
0.2	0.011	40	951.007032211
0.2	0.011	44	1042.42754296
0.2	0.011	48	1070.50904905
0.2	0.011	52	1051.65311957
0.2	0.011	56	996.937473417
0.2	0.011	60	1054.90998871
0.2	0.011	64	1025.54769844
0.2	0.011	68	973.265929216
0.2	0.011	72	1044.03732236
0.2	0.011	76	982.600495304
0.2	0.011	80	972.500547993
0.2	0.011	84	987.406810637
0.2	0.011	88	1007.12398597
0.2	0.011	92	1002.86197731
0.2	0.011	96	1001.8970489
0.2	0.011	100	1015.89432266
0.2	0.013	20	992.387053392
0.2	0.013	24	1006.11991397
0.2	0.013	28	948.782736928
0.2	0.013	32	970.194190623
0.2	0.013	36	980.976985806
0.2	0.013	40	1043.24225125
0.2	0.013	44	993.922846119
0.2	0.013	48	992.761617094
0.2	0.013	52	971.14085826
0.2	0.013	56	961.845105762
0.2	0.013	60	1027.67131772
0.2	0.013	64	1086.49003933
0.2	0.013	68	1115.60447051
0.2	0.013	72	1043.8063641
0.2	0.013	76	1152.64321593
0.2	0.013	80	1115.58288495
0.2	0.013	84	939.366574509
0.2	0.013	88	1012.22031246
0.2	0.013	92	1078.54953413
0.2	0.013	96	1057.18115383
0.2	0.013	100	1035.50854783
0.2	0.015	20	1083.79383575
0.2	0.015	24	1059.00262649
0.2	0.015	28	1058.72698306
0.2	0.015	32	1079.46073047
0.2	0.015	36	1052.87256638
0.2	0.015	40	1058.32220111
0.2	0.015	44	1129.22184597
0.2	0.015	48	1041.57615177
0.2	0.015	52	1047.58713154
0.2	0.015	56	1014.09429208
0.2	0.015	60	1069.76825959
0.2	0.015	64	1070.18614247
0.2	0.015	68	987.988227486
0.2	0.015	72	1069.60251967
0.2	0.015	76	1036.29608527
0.2	0.015	80	1023.22749415
0.2	0.015	84	1007.37977636
0.2	0.015	88	1100.80770785
0.2	0.015	92	1082.85448069
0.2	0.015	96	1063.64774457
0.2	0.015	100	1057.88458427
0.2	0.017	20	1031.25074318
0.2	0.017	24	1047.30419817
0.2	0.017	28	1072.44348881
0.2	0.017	32	1111.28086442
0.2	0.017	36	1095.8417851
0.2	0.017	40	1034.64627427
0.2	0.017	44	982.756126438
0.2	0.017	48	977.87376306
0.2	0.017	52	934.706192353
0.2	0.017	56	1012.00797795
0.2	0.017	60	1006.51753831
0.2	0.017	64	935.057534891
0.2	0.017	68	999.72477879
0.2	0.017	72	957.387989228
0.2	0.017	76	1015.83664895
0.2	0.017	80	1018.48735011
0.2	0.017	84	1068.2275073
0.2	0.017	88	1080.61375486
0.2	0.017	92	1001.1287349
0.2	0.017	96	1079.60952994
0.2	0.017	100	1019.47200624
0.2	0.019	20	951.748412593
0.2	0.019	24	976.59119707
0.2	0.019	28	1039.83961372
0.2	0.019	32	994.357374555
0.2	0.019	36	1100.10473929
0.2	0.019	40	932.732558914
0.2	0.019	44	1017.15814659
0.2	0.019	48	1070.17760983
0.2	0.019	52	1013.69855576
0.2	0.019	56	937.044339579
0.2	0.019	60	1036.13082885
0.2	0.019	64	1032.67191348
0.2	0.019	68	929.738756459
0.2	0.019	72	958.693520276
0.2	0.019	76	991.989339915
0.2	0.019	80	1019.3541207
